Path	Replication	ModificationTime	AccessTime	PreferredBlockSize	BlocksCount	FileSize	NSQUOTA	DSQUOTA	Permission	UserName	GroupName
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465239864_0002	0	2023-11-08 17:41	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465239864_0002/job.jar	10	2023-11-08 17:41	2023-11-08 17:41	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465239864_0002/job.split	10	2023-11-08 17:41	2023-11-08 17:41	134217728	1	1411	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465239864_0002/job.splitmetainfo	1	2023-11-08 17:41	2023-11-08 17:41	134217728	1	642	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465239864_0002/job.xml	1	2023-11-08 17:41	2023-11-08 17:41	134217728	1	237769	0	0	-rw-r--r--	hadoop	supergroup
/lol	0	2023-11-08 20:44	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0013	0	2023-11-08 20:50	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0013/job.jar	10	2023-11-08 20:50	2023-11-08 20:50	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0013/job.split	10	2023-11-08 20:50	2023-11-08 20:50	134217728	1	1411	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0013/job.splitmetainfo	3	2023-11-08 20:50	2023-11-08 20:50	134217728	1	642	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0013/job.xml	3	2023-11-08 20:50	2023-11-08 20:50	134217728	1	237753	0	0	-rw-r--r--	hadoop	supergroup
/test_map_reduce/lol.txt	3	2023-11-08 21:17	2023-11-08 21:17	134217728	1	30560	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0019	0	2023-11-08 21:17	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0019/job.jar	10	2023-11-08 21:17	2023-11-08 21:17	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0019/job.split	10	2023-11-08 21:17	2023-11-08 21:17	134217728	1	197	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0019/job.splitmetainfo	3	2023-11-08 21:17	2023-11-08 21:17	134217728	1	260	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1699465481434_0019/job.xml	3	2023-11-08 21:17	2023-11-08 21:17	134217728	1	237740	0	0	-rw-r--r--	hadoop	supergroup
/bigfile	3	2023-11-09 00:06	2023-11-09 00:06	134217728	8	1073741824	0	0	-rw-r--r--	hadoop	supergroup
