Path	Replication	ModificationTime	AccessTime	PreferredBlockSize	BlocksCount	FileSize	NSQUOTA	DSQUOTA	Permission	UserName	GroupName
/	0	2023-11-08 20:44	1970-01-01 00:00	0	0	0	9223372036854775807	-1	drwxr-xr-x	hadoop	supergroup
/testfile	3	2023-10-18 17:18	2023-10-18 17:18	134217728	3	269484032	0	0	-rw-r--r--	hadoop	supergroup
/tmp	0	2023-11-08 15:03	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/tmp/hadoop-yarn	0	2023-11-08 15:03	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/tmp/hadoop-yarn/staging	0	2023-11-08 15:03	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop	0	2023-11-08 15:03	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging	0	2023-11-08 21:17	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/a	0	2023-11-08 15:49	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/test_map_reduce	0	2023-11-08 21:17	1970-01-01 00:00	0	0	0	-1	-1	drwxr-xr-x	hadoop	supergroup
/test_map_reduce/job_descriptions.csv	1	2023-11-08 17:24	2023-11-08 20:50	134217728	13	1743166140	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0975	0	2023-11-08 17:24	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0975/job.jar	10	2023-11-08 17:24	2023-11-08 17:24	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0975/job.split	10	2023-11-08 17:24	2023-11-08 17:24	134217728	1	1411	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0975/job.splitmetainfo	1	2023-11-08 17:24	2023-11-08 17:24	134217728	1	642	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0975/job.xml	1	2023-11-08 17:24	2023-11-08 17:24	134217728	1	237753	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0976	0	2023-11-08 17:32	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0976/job.jar	10	2023-11-08 17:32	2023-11-08 17:32	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0976/job.split	10	2023-11-08 17:32	2023-11-08 17:32	134217728	1	1411	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0976/job.splitmetainfo	1	2023-11-08 17:32	2023-11-08 17:32	134217728	1	642	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0976/job.xml	1	2023-11-08 17:32	2023-11-08 17:32	134217728	1	237769	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0977	0	2023-11-08 17:32	1970-01-01 00:00	0	0	0	-1	-1	drwx------	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0977/job.jar	10	2023-11-08 17:32	2023-11-08 17:32	134217728	1	139781	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0977/job.split	10	2023-11-08 17:32	2023-11-08 17:32	134217728	1	1411	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0977/job.splitmetainfo	1	2023-11-08 17:32	2023-11-08 17:32	134217728	1	642	0	0	-rw-r--r--	hadoop	supergroup
/tmp/hadoop-yarn/staging/hadoop/.staging/job_1697396747307_0977/job.xml	1	2023-11-08 17:32	2023-11-08 17:32	134217728	1	237770	0	0	-rw-r--r--	hadoop	supergroup
